iter	RMSE
195	570.2872595
196	570.1464754
197	570.0120034
198	569.8977067
199	569.7546465
200	569.6498061
201	569.5321184
202	569.4271964
203	569.2783737
204	569.1756207
205	569.0670875
206	568.9135266
207	568.8140841
208	568.6890183
209	568.5631452
210	568.4266262
211	568.2785091
212	568.1569746
213	568.0602021
214	567.9759702
215	567.8704477
216	567.738885
217	567.608816
218	567.5084795
219	567.4216772
220	567.278376
221	567.2112604
222	567.0950335
223	566.9784352
224	566.9101886
225	566.8388009
226	566.7770308
227	566.6500342
228	566.5984559
229	566.4680131
230	566.3899327
231	566.2501918
232	566.1228056
233	566.0281322
234	565.9517358
235	565.8505553
236	565.8032739
237	565.7274916
238	565.6417377
239	565.5650485
240	565.4750115
241	565.3538023
242	565.2255676
243	565.1593674
244	565.0208491
245	564.9593755
246	564.8757018
247	564.7760179
248	564.7161022
249	564.6583414
250	564.557119
251	564.4788716
252	564.4068993
253	564.3284844
254	564.2269403
255	564.1057597
256	564.0051168
257	563.90431
258	563.8132918
259	563.7235592
260	563.6890552
261	563.6105753
262	563.5235114
263	563.4332841
264	563.3825428
265	563.2863727
266	563.2358842
267	563.183606
268	563.1171174
269	563.0413047
270	562.9629138
271	562.8948144
272	562.852895
273	562.7607311
274	562.6952962
275	562.6441311
276	562.6010711
277	562.5206169
278	562.4056116
279	562.3656836
280	562.2748157
281	562.2340377
282	562.191379
283	562.1360821
284	562.0698508
285	562.0086947
286	561.9375503
287	561.8940192
288	561.8272937
289	561.7129601
290	561.6764449
291	561.6037955
292	561.511593
293	561.3673082
294	561.3128779
295	561.2497381
296	561.1773561
297	561.1238534
298	561.0749945
299	560.9743343
300	560.8796074
301	560.737694
302	560.6929055
303	560.6528943
304	560.6163279
305	560.5653927
306	560.4855186
307	560.4076053
308	560.311496
309	560.2740515
310	560.2097735
311	560.1610975
312	560.1310249
313	560.0065533
314	559.9560023
315	559.8714006
316	559.7739704
317	559.6776241
318	559.6165051
319	559.5595549
320	559.5305708
321	559.4866005
322	559.4184756
323	559.3827178
324	559.3357032
325	559.2514996
326	559.1834426
327	559.1128933
328	559.0239193
329	558.9715665
330	558.9255757
331	558.8949229
332	558.8079049
333	558.7006673
334	558.6680051
335	558.5612287
336	558.5127661
337	558.4485078
338	558.4012931
339	558.3501246
340	558.2679654
341	558.1742956
342	558.1263328
343	558.0340587
344	557.9856399
345	557.9030468
346	557.8068996
347	557.6983918
348	557.6485245
349	557.6089815
350	557.5432249
351	557.4414931
352	557.3465086
353	557.2567832
354	557.1900713
355	557.1136996
356	557.0893155
357	556.9597379
358	556.8875261
359	556.8078258
360	556.6947367
361	556.6439158
362	556.5714871
363	556.519341
364	556.4819178
365	556.417882
366	556.3826132
367	556.3319696
368	556.2795059
369	556.2043768
370	556.0887499
371	556.0654265
372	556.0056178
373	555.9267861
374	555.8559039
375	555.8154477
376	555.7887453
377	555.7228216
378	555.6591551
379	555.6330706
380	555.5633769
381	555.4790967
382	555.3836193
383	555.3179231
384	555.2459361
385	555.1595756
386	555.0996297
387	555.06282
388	555.0171711
389	554.9540372
390	554.9254334
391	554.8572844
392	554.8189664
393	554.7742974
394	554.7017137
395	554.6596532
396	554.507503
397	554.4350091
398	554.3781631
399	554.2825097
400	554.2196991
401	554.1910073
402	554.1066729
403	554.0817524
404	554.0161338
405	553.9717624
406	553.907677
407	553.8463124
408	553.7028711
409	553.6362663
410	553.6177247
411	553.5715293
412	553.560084
413	553.5091993
414	553.4799288
415	553.4487883
416	553.3780632
417	553.3218187
418	553.2973626
419	553.2310541
420	553.1975588
421	553.1319583
422	553.0814909
423	553.0529273
424	552.989456
425	552.9606644
426	552.8648634
427	552.8236891
428	552.7801759
429	552.7548688
430	552.7054683
431	552.6837629
432	552.6470391
433	552.5976872
434	552.5585762
435	552.4929544
436	552.4474567
437	552.437393
438	552.3830085
439	552.3414721
440	552.2897256
441	552.2599054
442	552.2052664
443	552.1625035
444	552.1331481
445	551.9565852
446	551.8138487
447	551.7356504
448	551.6727579
449	551.5103817
450	551.4839609
451	551.4246038
452	551.3475359
453	551.2749539
454	551.2417342
455	551.2207016
456	551.1944701
457	551.1369976
458	550.9633982
459	550.8817691
460	550.8028359
461	550.6994954
462	550.5947287
463	550.508058
464	550.4454356
465	550.3699256
466	550.2965021
467	550.2391989
468	550.2280085
469	550.2127825
470	550.20038
471	550.1351926
472	550.0512065
473	550.0376704
474	549.9768838
475	549.9029694
476	549.8936595
477	549.8368442
478	549.7819581
479	549.7084601
480	549.6591792
481	549.6458069
482	549.5998185
483	549.5919762
484	549.557867
485	549.5018362
486	549.4614744
487	549.4454447
488	549.4038289
489	549.3077742
490	549.2995422
491	549.2321272
492	549.135146
493	549.0685346
494	549.0370845
495	548.9702387
496	548.8357399
497	548.8277346
498	548.7578218
499	548.6906827
500	548.6829028
501	548.612485
502	548.5694928
503	548.5006344
504	548.4654627
505	548.3998811
506	548.3923174
507	548.3472903
508	548.3002022
509	548.2859374
510	548.2137656
511	548.1715454
512	548.1193459
513	548.0188669
514	547.9962874
515	547.9889341
516	547.9494936
517	547.9015858
518	547.8944372
519	547.8287641
520	547.7568189
521	547.7452097
522	547.7087942
523	547.626397
524	547.5713285
525	547.56096
526	547.5541136
527	547.4992723
528	547.4926086
529	547.3945707
530	547.2810853
531	547.2193889
532	547.1514831
533	547.0942769
534	546.9885763
535	546.9815331
536	546.9683089
537	546.9614603
538	546.8950917
539	546.8585701
540	546.8041242
541	546.7200463
542	546.6346849
543	546.5333743
544	546.5047494
545	546.4347546
546	546.3706363
547	546.2769945
548	546.2532727
549	546.1926498
550	546.1237877
551	546.0652235
552	546.0591226
553	545.9762343
554	545.9242815
555	545.8994884
556	545.8016606
557	545.795289
558	545.7536339
559	545.6752454
560	545.6152085
561	545.5186597
562	545.4642215
563	545.4519066
564	545.3911049
565	545.3580543
566	545.2721152
567	545.2146186
568	545.1658373
569	545.099348
570	545.0431697
571	544.9845257
572	544.8865649
573	544.7988495
574	544.7461236
575	544.7325926
576	544.6995798
577	544.6454091
578	544.6054084
579	544.5550723
580	544.503772
581	544.3637782
582	544.3354893
583	544.3294833
584	544.1763676
585	544.143126
586	544.0816312
587	543.9682014
588	543.9150903
589	543.8861445
590	543.802637
591	543.7726919
592	543.6756191
593	543.5915917
594	543.5120392
595	543.4614015
596	543.3853559
597	543.3568786
598	543.3110801
599	543.2550255
